PRICE_NOTATION,ROUNDED_NOTIONAL_AMOUNT_1,Payment,EXCEEDS_ROUNDED_NOTIONAL_AMOUNT,CANCEL,CORRECT,NEW,Number_of_observations,CANCEL_ONLY,CORRECT_ONLY,NEW_ONLY
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.13481596491228,10475614.03508772,1122385328.9473684,0,2,0,55.0,57,2,0,53.0
107.15725369230766,12099230.76923077,1296441013.0769231,0,3,0,62.0,65,3,0,59.0
107.4064230708661,20481338.582677167,2201303662.992126,7,10,4,113.0,127,6,4,103.0
107.51157984374998,20628125.0,2196040783.59375,5,1,0,63.0,64,1,0,62.0
106.8667375,21150000.0,2241487205.0,2,0,0,40.0,40,0,0,40.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.9858427272727,21882727.272727273,2360785040.909091,3,1,0,43.0,44,1,0,42.0
106.29855888888888,20463650.793650795,2206080294.4444447,2,3,1,59.0,63,2,1,56.0
106.72300169230768,29747692.307692308,3131891535.3846154,6,4,1,60.0,65,3,1,56.0
107.69988822222231,21844444.444444444,2351922808.0,1,1,0,44.0,45,1,0,43.0
107.36441150753757,40986683.417085424,4400410966.777387,32,16,2,181.0,199,14,2,165.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.3755478787879,35128029.5959596,3779027714.3979793,20,6,1,92.0,99,5,1,86.0
106.94173302325578,29700775.348837208,3185765459.035659,17,3,0,126.0,129,3,0,123.0
107.57759077777786,31354226.444444444,3374823885.6610513,15,5,3,82.0,90,2,3,77.0
107.73462112499995,38921750.0,4192526608.3125,14,4,2,74.0,80,2,2,70.0
107.10799999999999,45000000.0,4820400000.0,0,0,0,5.0,5,0,0,5.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.53876363636373,26145454.545454547,2809536000.0,6,4,2,49.0,55,2,2,45.0
107.40774466666666,23301666.666666668,2481686130.1666665,5,3,1,56.0,60,2,1,53.0
108.11522413793101,49929310.344827585,5402601350.0,12,0,0,58.0,58,0,0,58.0
107.51350344827588,27584137.931034483,2986713324.137931,3,0,0,29.0,29,0,0,29.0
108.3164737735849,37221886.79245283,4022954143.3962264,9,4,2,47.0,53,2,2,43.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.78261666666666,16213333.333333334,1749025966.6666667,2,2,0,28.0,30,2,0,26.0
107.72725833333327,27450035.0,2955406889.2128997,8,5,4,51.0,60,1,4,46.0
107.80203787878786,26445303.03030303,2856579109.242424,5,0,0,66.0,66,0,0,66.0
107.68701000000001,24600000.0,2650337312.5,1,3,0,37.0,40,3,0,34.0
107.34665135135133,33837837.83783784,3636919064.864865,6,1,1,35.0,37,0,1,34.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.69866950000002,12969000.0,1397915184.0,0,1,0,19.0,20,1,0,18.0
106.46897115384613,33388461.53846154,3568754519.230769,3,0,0,26.0,26,0,0,26.0
107.4077108108108,27154324.324324325,2908448632.4324327,1,2,0,35.0,37,2,0,33.0
107.62135806451612,28784193.548387095,3102758847.774194,3,1,0,30.0,31,1,0,29.0
107.61431239999997,15780000.0,1698961818.0,1,3,1,46.0,50,2,1,43.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.7670882352941,26502941.17647059,2849081900.0,3,1,0,33.0,34,1,0,32.0
107.6865137499999,22748333.333333332,2453113720.420833,3,3,2,91.0,96,1,2,88.0
107.1690508474577,31290338.98305085,3363186478.8135595,1,2,0,57.0,59,2,0,55.0
107.2632082242991,19450654.205607478,2084987162.0560749,2,5,2,100.0,107,3,2,95.0
107.18911666666666,20882037.037037037,2241723199.259259,1,1,0,53.0,54,1,0,52.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.26679032258066,20071612.903225806,2155883396.774194,2,0,0,31.0,31,0,0,31.0
107.17242079365082,23352222.222222224,2504420447.7777777,4,4,0,59.0,63,4,0,55.0
106.8097552222222,12986000.0,1386976545.8888888,1,4,1,85.0,90,3,1,81.0
106.7562996774194,19427096.774193548,2073772402.982258,5,7,2,115.0,124,5,2,108.0
106.90310208333334,21711041.666666668,2328174047.9166665,4,2,0,46.0,48,2,0,44.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.43354537037037,19394444.444444444,2081177518.148148,1,2,1,51.0,54,1,1,49.0
101.4208034146342,25157804.87804878,2153801725.4390244,4,5,2,75.0,82,3,2,70.0
106.84541845070423,11635211.267605634,1243294410.0,0,0,0,71.0,71,0,0,71.0
107.09827575757573,22409090.90909091,2401353757.5757575,2,0,0,66.0,66,0,0,66.0
107.23279978260867,15893478.260869564,1707573652.3913043,1,3,0,43.0,46,3,0,40.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.13200357142856,10428571.42857143,1117254364.2857144,0,2,1,25.0,28,1,1,23.0
106.96624146341468,20268292.68292683,2168744573.1707315,1,2,0,39.0,41,2,0,37.0
107.14844883720932,20395348.837209303,2188810220.9302325,0,0,0,43.0,43,0,0,43.0
107.10198400000003,16254000.0,1741676876.0,1,1,0,49.0,50,1,0,48.0
107.08598083333332,15987222.222222222,1712039534.1666667,0,4,0,32.0,36,4,0,28.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
112.78013589743594,17621794.871794872,1913928858.974359,0,1,0,38.0,39,1,0,37.0
107.02476374999992,18272727.272727273,1957285830.1136363,3,5,0,83.0,88,5,0,78.0
110.62769499999997,17439393.939393938,1888139784.3939395,1,4,0,62.0,66,4,0,58.0
111.37653180000001,14004600.0,1522839956.2,1,0,0,50.0,50,0,0,50.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.18464656250003,16128125.0,1729178905.3125,0,0,0,32.0,32,0,0,32.0
107.17512608695654,22812608.695652176,2444932476.1347823,0,1,0,45.0,46,1,0,44.0
107.21588761538463,16784000.0,1800999699.6153846,4,17,5,108.0,130,12,5,91.0
122.47716315789471,17084210.52631579,2086513328.9473684,2,3,1,72.0,76,2,1,69.0
111.37342096153846,22908846.153846152,2565171113.8461537,1,0,0,52.0,52,0,0,52.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
111.60034422222223,19106666.666666668,2173020539.111111,1,0,0,45.0,45,0,0,45.0
111.261722,28602000.0,3288696462.0,11,2,0,98.0,100,2,0,96.0
106.42957268292682,18880487.80487805,2008632430.7317073,0,0,0,41.0,41,0,0,41.0
106.54979047058822,23220352.94117647,2458358985.4117646,5,2,0,83.0,85,2,0,81.0
113.56190298507465,17683597.01492537,2059451305.3731344,2,2,2,63.0,67,0,2,61.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
109.65297725806448,28701612.903225806,3077690926.612903,9,1,1,60.0,62,0,1,59.0
109.61913857142854,31107857.14285714,3340050679.428571,5,6,1,63.0,70,5,1,57.0
111.46894771929824,29346754.38596491,3450859010.1754384,14,2,0,112.0,114,2,0,110.0
123.49127780487802,17975853.658536587,2035639571.707317,1,3,2,77.0,82,1,2,74.0
106.10637530612243,22038979.591836736,2338824844.4897957,3,1,1,47.0,49,0,1,46.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.60615384615382,16248846.153846154,1732102999.0384614,0,2,1,49.0,52,1,1,47.0
106.46426513513511,15979459.45945946,1701433478.6486487,1,0,0,37.0,37,0,0,37.0
107.1596343902439,25288780.48780488,2770056463.6585364,3,3,2,36.0,41,1,2,33.0
106.82959767441858,29395348.837209303,3162324920.9302325,4,4,0,39.0,43,4,0,35.0
106.65214509433959,14647094.339622641,1559630432.1886792,2,1,0,52.0,53,1,0,51.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
111.85562172413786,12372413.793103449,1399106667.2413793,0,2,0,85.0,87,2,0,83.0
108.65944044444439,19615177.777777776,2147262147.6666667,4,0,0,90.0,90,0,0,90.0
109.36303679012336,14899012.345679013,1676749823.0864198,0,1,0,80.0,81,1,0,79.0
106.5209230769231,15516487.17948718,1650367227.5641026,0,0,0,39.0,39,0,0,39.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
114.49699081967215,22229508.19672131,2674812213.114754,3,7,3,51.0,61,4,3,44.0
117.82135333333335,18181547.61904762,2343158960.0595236,0,8,2,74.0,84,6,2,66.0
109.14394369565217,12972826.086956521,1400905203.2608695,0,0,0,46.0,46,0,0,46.0
112.59756569620252,14898734.17721519,1676592753.4177215,2,0,0,79.0,79,0,0,79.0
116.0863851351351,16564459.45945946,1979535014.8648648,1,0,0,74.0,74,0,0,74.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
111.20995716981132,18683962.264150944,2016092469.2452831,2,3,0,50.0,53,3,0,47.0
106.67894234375,19976562.5,2136746830.78125,1,3,0,61.0,64,3,0,58.0
113.37214043478261,22147826.086956523,2568028785.2173915,5,3,0,66.0,69,3,0,63.0
106.97897055555552,20636111.111111112,2208388742.8407407,2,0,0,54.0,54,0,0,54.0
113.11801026315791,21447368.42105263,2539410025.0,1,0,0,38.0,38,0,0,38.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
105.82473400000003,30269142.85714286,3154831271.428571,2,4,0,31.0,35,4,0,27.0
110.30868166666666,25231500.0,2792363185.0,6,3,0,57.0,60,3,0,54.0
115.76263730769224,14230769.23076923,1685415150.0,0,2,2,74.0,78,0,2,72.0
109.50810384615383,19479871.794871796,2140978514.102564,2,1,0,77.0,78,1,0,76.0
111.43829473684208,16807578.94736842,1824182926.631579,2,3,0,92.0,95,3,0,89.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
110.7760901960784,20143725.49019608,2417062133.9215684,0,3,1,47.0,51,2,1,44.0
112.38369102564108,19602564.102564104,2277987426.1679487,3,1,0,77.0,78,1,0,76.0
115.48320283018869,22395471.698113207,2870029411.4528303,4,1,0,52.0,53,1,0,51.0
112.89287027027027,18729729.72972973,2056923724.3243244,0,1,0,36.0,37,1,0,35.0
117.574503015873,15554285.714285715,2147989128.4126983,1,1,0,62.0,63,1,0,61.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.07168695652173,15830434.782608695,1679565652.173913,0,0,0,23.0,23,0,0,23.0
110.64991929824563,12966666.666666666,1444525831.5789473,0,1,0,56.0,57,1,0,55.0
115.56045192307693,14607115.384615384,1597263109.8076923,1,2,0,50.0,52,2,0,48.0
118.022423968254,12805555.555555556,1477516775.3968253,0,0,0,63.0,63,0,0,63.0
151.83394,34252933.333333336,7667706344.0,11,11,2,62.0,75,9,2,51.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
111.39219568181824,31045454.545454547,3762946648.181818,3,2,0,42.0,44,2,0,40.0
112.86509140845077,16820563.38028169,1942951896.7605634,2,0,0,71.0,71,0,0,71.0
109.17891863636363,18413030.303030305,2019401801.3636363,0,0,0,66.0,66,0,0,66.0
119.79507186666662,23671426.666666668,2638168462.4,1,0,0,75.0,75,0,0,75.0
137.85688888888888,23178888.888888888,5010895005.0,3,0,0,36.0,36,0,0,36.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
111.21171590909093,16712954.545454545,1816240568.1818182,2,4,0,40.0,44,4,0,36.0
110.62735333333336,17525466.666666668,1896994674.6888888,1,3,0,42.0,45,3,0,39.0
111.9362831932773,22787394.957983192,2497461335.2941175,7,19,15,85.0,119,4,15,66.0
106.4329573033708,20165730.337078653,2148437266.47191,3,2,0,87.0,89,2,0,85.0
118.5932420731707,27036585.36585366,3854899709.756098,4,2,1,79.0,82,1,1,77.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
118.60751061643833,25277945.20547945,2813600126.027397,5,4,0,142.0,146,4,0,138.0
114.92108623853211,21236055.04587156,2273729281.1559634,6,1,0,108.0,109,1,0,107.0
108.81705338983052,23201949.15254237,2478915310.1694913,9,3,0,115.0,118,3,0,112.0
120.11643127272733,19688590.90909091,2150555728.181818,4,4,0,106.0,110,4,0,102.0
133.62777560975601,19169268.292682927,4654952042.621951,5,4,1,77.0,82,3,1,73.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
110.62004042553193,21851063.829787236,2379818706.382979,2,0,0,47.0,47,0,0,47.0
112.38150714285719,16421285.714285715,1880815308.5714285,1,2,1,67.0,70,1,1,65.0
110.69051627906978,16620395.34883721,1869601450.2325583,2,0,0,43.0,43,0,0,43.0
152.71522881355932,20926949.15254237,4181497949.1525426,0,5,4,50.0,59,1,4,45.0
149.94733658536586,25390243.902439024,6687659795.121951,5,0,0,41.0,41,0,0,41.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
110.58946122448978,16201836.734693877,1759931206.7142856,0,4,1,44.0,49,3,1,40.0
104.13796086956523,15041304.347826088,1575765678.2608695,0,1,0,45.0,46,1,0,44.0
110.09601666666667,16885351.85185185,1894434015.1851852,2,3,1,50.0,54,2,1,47.0
144.339427027027,23895945.945945945,5820800194.594595,3,1,0,36.0,37,1,0,35.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
104.69904687500002,9164687.5,960185395.9375,0,0,0,32.0,32,0,0,32.0
110.25932941176474,18593921.56862745,2005756233.3333333,0,1,0,50.0,51,1,0,49.0
105.40734690265491,32184513.274336282,3412871707.079646,8,26,2,85.0,113,24,2,59.0
104.7802672131147,24777704.918032788,2598931683.6065574,3,0,0,61.0,61,0,0,61.0
123.15243544303797,17802784.810126584,3537878158.227848,2,5,1,73.0,79,4,1,68.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
104.77861600000006,15500000.0,1626679646.0,0,1,1,49.0,50,0,1,48.0
110.20076463414638,19771219.51219512,2143934970.7317073,3,8,6,68.0,82,2,6,60.0
109.81082115384613,12619423.076923076,1427472036.5384614,0,3,0,49.0,52,3,0,46.0
111.17650602409638,22570722.891566265,2419866380.7228913,5,2,0,81.0,83,2,0,79.0
111.61150657894741,26990789.47368421,2984916289.4736843,12,0,0,76.0,76,0,0,76.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
110.82892707182319,31973038.67403315,3345743532.044199,15,1,0,180.0,181,1,0,179.0
110.16940813397132,40236268.397129185,4216444164.5424643,32,6,3,200.0,209,3,3,194.0
107.55702183908039,26631563.218390804,2796292290.3609195,14,9,5,160.0,174,4,5,151.0
116.81673835164834,31131868.13186813,3283565167.6923075,10,2,0,89.0,91,2,0,87.0
113.67549827586205,34887327.5862069,3640682853.448276,16,1,0,115.0,116,1,0,114.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
105.10528403361343,36160000.0,3828795471.428571,19,1,1,117.0,119,0,1,116.0
106.2408558536585,28727926.82926829,2954267075.0,7,1,0,81.0,82,1,0,80.0
114.42422279411772,30316985.29411765,3495468900.0,17,4,2,130.0,136,2,2,126.0
107.35585316455692,31805696.202531647,3334455249.898734,16,3,2,74.0,79,1,2,71.0
110.29754697916665,31559375.0,3334076390.625,13,4,1,91.0,96,3,1,87.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
119.2572967741935,14043225.806451613,1640269745.1612904,0,2,2,59.0,62,0,2,57.0
114.16473666666674,15271000.0,1746375976.1666667,1,0,0,60.0,60,0,0,60.0
102.42515094339623,21122641.509433962,2176804037.735849,1,1,0,52.0,53,1,0,51.0
142.9590107142857,27820714.285714287,5070767789.285714,3,2,1,53.0,56,1,1,51.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
118.13925652173911,27604782.608695652,3007129193.0869565,4,1,0,45.0,46,1,0,44.0
120.97781014492756,27855072.463768117,3275083173.9130435,5,1,1,67.0,69,0,1,66.0
112.73848543689323,25991262.13592233,2891625353.3980584,7,12,6,85.0,103,6,6,73.0
107.64266311688306,22502597.4025974,2380196642.662338,3,7,0,70.0,77,7,0,63.0
137.5003404444443,21572777.777777776,4607658645.0,8,5,2,83.0,90,3,2,78.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
101.887822,28165000.0,2940464266.0,8,2,1,47.0,50,1,1,45.0
103.74422619047621,20150952.38095238,2095201774.7142856,1,1,0,41.0,42,1,0,40.0
103.52798604166668,27323020.833333332,2837648282.2916665,10,1,1,94.0,96,0,1,93.0
103.6883790322581,18888709.677419353,1964154980.8064516,0,6,0,56.0,62,6,0,50.0
103.647235,33800000.0,3509102775.0,2,1,0,39.0,40,1,0,38.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
115.01498999999998,14326800.0,1572972739.48,1,0,0,50.0,50,0,0,50.0
110.26211779661018,36027966.10169491,3853399550.8474574,7,2,1,56.0,59,1,1,54.0
103.98968750000004,18936718.75,1973971454.6875,1,4,2,58.0,64,2,2,54.0
108.95752711864404,23253898.305084746,2452857542.3728814,2,2,0,57.0,59,2,0,55.0
117.40528222222221,28020777.777777776,3604253496.6666665,6,7,4,79.0,90,3,4,72.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
103.22194354838706,29179838.70967742,3020445266.129032,4,2,2,58.0,62,0,2,56.0
108.72009056603777,14037735.849056603,1506990675.471698,0,0,0,53.0,53,0,0,53.0
,,,0,0,0,0.0,0,0,0,0.0
102.43423267605633,24116478.873239435,2472804075.2112675,5,4,1,66.0,71,3,1,62.0
113.79768409090912,22930000.0,2987204189.2045455,0,1,0,87.0,88,1,0,86.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.82776933333336,20882533.333333332,2205258993.3333335,1,5,4,66.0,75,1,4,61.0
112.52916633663368,19677920.792079207,2286860064.8514853,2,8,3,90.0,101,5,3,82.0
117.13887887323943,17221267.605633803,1909411616.9014084,1,0,0,71.0,71,0,0,71.0
121.29586315068491,18515068.493150685,2078723809.869863,1,0,0,73.0,73,0,0,73.0
102.42317916666663,16985334.0,1752954049.72,2,1,1,58.0,60,0,1,57.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
102.49155599999995,29763000.0,3069936730.0,4,1,1,48.0,50,0,1,47.0
102.14134107142856,22013214.285714287,2262944882.589286,2,1,1,54.0,56,0,1,53.0
102.49468863636362,12483863.636363637,1283793869.3181818,0,2,1,41.0,44,1,1,39.0
,,,0,0,0,0.0,0,0,0,0.0
103.79654444444445,15272222.222222222,1600576167.2222223,0,2,0,7.0,9,2,0,5.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
108.50783333333332,13835438.596491229,1452557459.6491227,1,4,1,52.0,57,3,1,48.0
102.87315194805198,14259740.25974026,1470445838.961039,1,0,0,77.0,77,0,0,77.0
108.34064132231401,18022975.20661157,1911607199.909091,2,1,0,120.0,121,1,0,119.0
115.44060869565219,13700760.869565217,1661904727.173913,1,2,0,90.0,92,2,0,88.0
111.93231388888893,15066111.111111112,1686978885.8333333,0,0,0,72.0,72,0,0,72.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
122.93046078431368,14496470.588235294,2065542964.7058823,1,1,0,50.0,51,1,0,49.0
116.01459714285713,20554380.95238095,2242279863.5238094,5,5,3,97.0,105,2,3,92.0
118.68324843750001,13175000.0,1511189003.125,0,3,1,60.0,64,2,1,57.0
115.09952586206897,22869687.931034483,2699605621.0,3,1,1,56.0,58,0,1,55.0
110.11096618320606,18650839.694656488,2019531615.2671757,3,7,2,122.0,131,5,2,115.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.37094115384615,23241769.230769232,2378534337.3076925,8,8,2,120.0,130,6,2,112.0
109.88651945312496,16608671.875,1764151065.28125,0,4,1,123.0,128,3,1,119.0
127.28514189189185,26600675.675675675,3217897109.527027,5,5,5,64.0,74,0,5,59.0
100.76746585365855,28978231.707317073,2937702305.1829267,8,5,5,72.0,82,0,5,67.0
106.23029701492538,29602089.552238807,3017852028.955224,12,2,1,64.0,67,1,1,62.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
99.5179523809524,26721428.57142857,2657903640.4761906,4,0,0,42.0,42,0,0,42.0
99.552009375,13062500.0,1295318031.25,0,1,0,31.0,32,1,0,30.0
110.03593095238098,15731904.761904761,1640713608.1190476,1,1,0,41.0,42,1,0,40.0
100.97857142857141,6571428.571428572,663557142.8571428,0,0,0,7.0,7,0,0,7.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
100.05175000000001,14382000.0,1443104120.0,0,1,0,19.0,20,1,0,18.0
101.04989166666672,12675555.555555556,1285633525.0,1,0,0,36.0,36,0,0,36.0
100.98926666666668,12972666.666666666,1310477126.6666667,1,0,0,15.0,15,0,0,15.0
125.749176,13960000.0,1658223280.0,0,0,0,25.0,25,0,0,25.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
100.55959133333333,11831333.333333334,1188897689.3333333,0,0,0,45.0,45,0,0,45.0
100.62622199999998,14195800.0,1428435007.0,0,2,1,47.0,50,1,1,45.0
100.29049019607841,18153333.333333332,1820815941.1764705,1,0,0,51.0,51,0,0,51.0
105.15555657894743,21432500.0,2163699911.3157897,2,1,0,75.0,76,1,0,74.0
107.99613173076925,22113086.53846154,2281923742.6923075,4,2,0,102.0,104,2,0,100.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.23783962264152,16940377.358490568,1763382960.9245284,1,1,0,52.0,53,1,0,51.0
112.52993469387758,22181020.408163264,2348242734.0816326,2,6,1,91.0,98,5,1,85.0
104.47554207317073,21802195.12195122,2300096652.195122,4,0,0,82.0,82,0,0,82.0
103.55805566666666,19769888.888888888,2001334616.0,1,5,2,83.0,90,3,2,78.0
98.08526350649349,22340259.74025974,2192673870.6493506,3,1,1,75.0,77,0,1,74.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
98.25218295454543,17634772.727272727,1741104409.090909,3,9,3,76.0,88,6,3,67.0
98.07529124999999,27719687.5,2734253782.625,15,5,2,153.0,160,3,2,148.0
98.3803376237624,18412871.287128713,1812288029.7029703,0,7,2,92.0,101,5,2,85.0
99.64962068965524,23374712.643678162,2340898573.5632186,4,5,4,78.0,87,1,4,73.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
99.45049375,26470312.5,2656436259.375,7,4,2,58.0,64,2,2,54.0
99.29249726027395,22767123.287671234,2274118343.8356166,1,1,0,72.0,73,1,0,71.0
99.12637808219175,16625342.465753425,1648797680.1369863,1,2,0,71.0,73,2,0,69.0
99.96776395348837,21763184.88372093,2188690988.895349,3,4,1,81.0,86,3,1,77.0
99.88340348837205,17377093.023255814,1735404759.5930233,1,1,0,85.0,86,1,0,84.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
105.53536034482758,13857413.793103449,1442284553.4482758,1,4,1,53.0,58,3,1,49.0
130.97271296296296,15771111.111111112,1776517812.9629629,2,0,0,54.0,54,0,0,54.0
110.33290266666666,19972000.0,2067916360.0,1,4,2,69.0,75,2,2,65.0
107.82606226415098,13352830.188679244,1409004960.0,0,4,1,48.0,53,3,1,44.0
98.8757837837838,21102702.7027027,2099499696.8243244,3,2,1,71.0,74,1,1,69.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
109.10193684210529,18052105.263157893,1907840586.1842105,2,4,1,71.0,76,3,1,67.0
110.48223013698633,17250547.94520548,1917223232.8767123,1,2,2,69.0,73,0,2,67.0
120.21815119047618,16738095.238095239,2016699635.7142856,3,2,0,82.0,84,2,0,80.0
103.05696363636363,18789220.77922078,1980094452.5974026,5,2,1,74.0,77,1,1,72.0
102.68674216494843,23607731.958762888,2393410053.556701,5,2,2,93.0,97,0,2,91.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
97.50393902439025,21929268.292682927,2144792834.1463416,2,0,0,41.0,41,0,0,41.0
109.75366202531649,21231392.40506329,2148967473.4177217,1,1,1,77.0,79,0,1,76.0
103.99052074074073,16603456.790123457,1669379365.1851852,2,5,0,76.0,81,5,0,71.0
131.07186046511626,15617209.302325582,2476790064.883721,1,3,1,39.0,43,2,1,36.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
98.28214441176468,23217647.05882353,2288984545.4117646,2,3,0,65.0,68,3,0,62.0
102.3256553846154,19603692.307692308,2004020670.0,2,1,0,64.0,65,1,0,63.0
103.89452,32485058.82352941,3267414162.8235292,10,2,0,83.0,85,2,0,81.0
112.965868852459,19314098.360655736,2046605667.2131147,2,1,0,60.0,61,1,0,59.0
105.02118394366198,17663802.816901408,1815562470.6816905,1,5,2,64.0,71,3,2,59.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
112.58077274193548,12051612.903225806,1294974124.3548386,1,4,1,57.0,62,3,1,53.0
114.82789756097561,17773414.63414634,1825093859.4146342,2,2,0,80.0,82,2,0,78.0
98.08322902439023,26976707.31707317,1940664910.8536584,1,4,1,77.0,82,3,1,73.0
111.2853935064935,32050129.87012987,3318008550.6493506,7,9,5,63.0,77,4,5,54.0
110.25445781250009,21068984.375,2186169032.96875,3,8,2,118.0,128,6,2,110.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
105.77372911392403,17030379.746835444,1748646523.4177215,3,0,0,79.0,79,0,0,79.0
105.58493780487805,14543780.487804879,1498371550.5243902,1,1,1,81.0,82,0,1,80.0
108.56490000000001,9313061.224489795,964318975.4081633,0,0,0,49.0,49,0,0,49.0
109.27258936170207,19890319.14893617,2091028798.319149,6,1,0,93.0,94,1,0,92.0
105.67973628318576,24108743.362831857,2489288911.1504426,2,2,2,109.0,113,0,2,107.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
102.07149833333338,16148500.0,1649633735.4166667,0,4,0,56.0,60,4,0,52.0
102.0548411764706,21085882.352941178,2151979225.0,5,0,0,68.0,68,0,0,68.0
98.20964959999996,18678960.0,1886967805.32,5,5,4,116.0,125,1,4,111.0
102.56394285714285,18052597.4025974,1847561440.7662337,5,0,0,77.0,77,0,0,77.0
103.12054605263154,20021578.94736842,2068023186.6447368,3,3,0,73.0,76,3,0,70.0
